team	result	side	ballot	adjudicators
NU B	2nd	Opening Government	View Ballot	Assaph HananyⒸ , Joshua Bahk , Sanket BhalotiaⓉ
UChicago C	3rd	Closing Opposition	View Ballot	Ðorđe RadosavljevićⒸ , Pinelle Bikouta , Melina Piatti-ChayanⓉ
PDP C	4th	Closing Government	View Ballot	Ðorđe RadosavljevićⒸ , Pinelle Bikouta , Melina Piatti-ChayanⓉ
Waterloo C	2nd	Opening Opposition	View Ballot	Ðorđe RadosavljevićⒸ , Pinelle Bikouta , Melina Piatti-ChayanⓉ
Waterloo B	1st	Opening Government	View Ballot	Ðorđe RadosavljevićⒸ , Pinelle Bikouta , Melina Piatti-ChayanⓉ
UBC A	3rd	Closing Opposition	View Ballot	Erasmus &quot;9 fingers only&quot; Mawuli SegbefiaⒸ , Cayden Pocrass
Harvard C	1st	Closing Government	View Ballot	Erasmus &quot;9 fingers only&quot; Mawuli SegbefiaⒸ , Cayden Pocrass
CUS D	4th	Opening Opposition	View Ballot	Erasmus &quot;9 fingers only&quot; Mawuli SegbefiaⒸ , Cayden Pocrass
CUS C	2nd	Opening Government	View Ballot	Erasmus &quot;9 fingers only&quot; Mawuli SegbefiaⒸ , Cayden Pocrass
MBY C	4th	Closing Opposition	View Ballot	Tarun RuschmeierⒸ , Cláudia Harper , Alice BrasherⓉ
Duke A	3rd	Closing Government	View Ballot	Tarun RuschmeierⒸ , Cláudia Harper , Alice BrasherⓉ
UChicago D	1st	Opening Opposition	View Ballot	Tarun RuschmeierⒸ , Cláudia Harper , Alice BrasherⓉ
Cornell A	2nd	Opening Government	View Ballot	Tarun RuschmeierⒸ , Cláudia Harper , Alice BrasherⓉ
Yale C	1st	Closing Opposition	View Ballot	Dennis SuⒸ , Florence Zhu , Caroline XieⓉ
TCD Phil B	3rd	Closing Government	View Ballot	Dennis SuⒸ , Florence Zhu , Caroline XieⓉ
CUDS A	4th	Opening Opposition	View Ballot	Dennis SuⒸ , Florence Zhu , Caroline XieⓉ
UCL C	2nd	Opening Government	View Ballot	Dennis SuⒸ , Florence Zhu , Caroline XieⓉ
Sydney G	2nd	Closing Opposition	View Ballot	Jack StanleyⒸ , Angelo Saavedra , Isabel Birney
UPenn B	4th	Closing Government	View Ballot	Jack StanleyⒸ , Angelo Saavedra , Isabel Birney
Zagreb A	1st	Opening Opposition	View Ballot	Jack StanleyⒸ , Angelo Saavedra , Isabel Birney
Stanford D	3rd	Opening Government	View Ballot	Jack StanleyⒸ , Angelo Saavedra , Isabel Birney
Rosario D	1st	Closing Opposition	View Ballot	Anna SawickaⒸ , Alice Qi , Annabelle Kim
MBY A	3rd	Closing Government	View Ballot	Anna SawickaⒸ , Alice Qi , Annabelle Kim
Colgate B	2nd	Opening Opposition	View Ballot	Anna SawickaⒸ , Alice Qi , Annabelle Kim
Alaska B	4th	Opening Government	View Ballot	Anna SawickaⒸ , Alice Qi , Annabelle Kim
CUS A	3rd	Closing Opposition	View Ballot	Jane &quot;Barbie Jayanti&quot; MentzingerⒸ , Gavin Gill , Lara Dragojević
BDU A	1st	Closing Government	View Ballot	Jane &quot;Barbie Jayanti&quot; MentzingerⒸ , Gavin Gill , Lara Dragojević
ADS Silver	4th	Opening Opposition	View Ballot	Jane &quot;Barbie Jayanti&quot; MentzingerⒸ , Gavin Gill , Lara Dragojević
Oxford B	2nd	Opening Government	View Ballot	Jane &quot;Barbie Jayanti&quot; MentzingerⒸ , Gavin Gill , Lara Dragojević
Colgate C	4th	Closing Opposition	View Ballot	Abrar AhmedⒸ , Alicja Wolinska , Ziggy O’Shea , Garret MolloyⓉ
UTJamaica A	2nd	Closing Government	View Ballot	Abrar AhmedⒸ , Alicja Wolinska , Ziggy O’Shea , Garret MolloyⓉ
MQU A	1st	Opening Opposition	View Ballot	Abrar AhmedⒸ , Alicja Wolinska , Ziggy O’Shea , Garret MolloyⓉ
Fordham A	3rd	Opening Government	View Ballot	Abrar AhmedⒸ , Alicja Wolinska , Ziggy O’Shea , Garret MolloyⓉ
Oxford D	1st	Closing Opposition	View Ballot	Isabella FreelandⒸ , Alex Bavalsky , Rushdoon Ahmed
Tokyo A	2nd	Closing Government	View Ballot	Isabella FreelandⒸ , Alex Bavalsky , Rushdoon Ahmed
UCLA A	4th	Opening Opposition	View Ballot	Isabella FreelandⒸ , Alex Bavalsky , Rushdoon Ahmed
DDUL A	3rd	Opening Government	View Ballot	Isabella FreelandⒸ , Alex Bavalsky , Rushdoon Ahmed
UPenn A	1st	Closing Opposition	View Ballot	Paula DjakovicⒸ , Nicholas Abernethy , Christian ChantayanⓉ
Sydney F	2nd	Closing Government	View Ballot	Paula DjakovicⒸ , Nicholas Abernethy , Christian ChantayanⓉ
UWODS A	4th	Opening Opposition	View Ballot	Paula DjakovicⒸ , Nicholas Abernethy , Christian ChantayanⓉ
PDP F	3rd	Opening Government	View Ballot	Paula DjakovicⒸ , Nicholas Abernethy , Christian ChantayanⓉ
TAU RO	1st	Closing Opposition	View Ballot	Felipe Arturo Zenteno PachecoⒸ , Hinano Haraguchi , Kayla Chan , Alexis BellⓉ
SPU A	4th	Closing Government	View Ballot	Felipe Arturo Zenteno PachecoⒸ , Hinano Haraguchi , Kayla Chan , Alexis BellⓉ
CTC A	2nd	Opening Opposition	View Ballot	Felipe Arturo Zenteno PachecoⒸ , Hinano Haraguchi , Kayla Chan , Alexis BellⓉ
Rosario C	3rd	Opening Government	View Ballot	Felipe Arturo Zenteno PachecoⒸ , Hinano Haraguchi , Kayla Chan , Alexis BellⓉ
Tokyo C	3rd	Closing Opposition	View Ballot	Germaine BarrettⒸ , Balraj Toor , Wendy Lian , Julia McCarthyⓉ
CUDS B	1st	Closing Government	View Ballot	Germaine BarrettⒸ , Balraj Toor , Wendy Lian , Julia McCarthyⓉ
Wisconsin B	4th	Opening Opposition	View Ballot	Germaine BarrettⒸ , Balraj Toor , Wendy Lian , Julia McCarthyⓉ
Tokyo D	2nd	Opening Government	View Ballot	Germaine BarrettⒸ , Balraj Toor , Wendy Lian , Julia McCarthyⓉ
SDUC A	4th	Closing Opposition	View Ballot	Isaac GilbertⒸ , Danté Cecilio Fosterdelmundo , Morgan Mannion , Leo NitczynskiⓉ
McGill B	1st	Closing Government	View Ballot	Isaac GilbertⒸ , Danté Cecilio Fosterdelmundo , Morgan Mannion , Leo NitczynskiⓉ
UTJamaica B	2nd	Opening Opposition	View Ballot	Isaac GilbertⒸ , Danté Cecilio Fosterdelmundo , Morgan Mannion , Leo NitczynskiⓉ
USPd A	3rd	Opening Government	View Ballot	Isaac GilbertⒸ , Danté Cecilio Fosterdelmundo , Morgan Mannion , Leo NitczynskiⓉ
UVM Lassies	1st	Closing Opposition	View Ballot	Mica KrzyzanowskiⒸ , Arnav Gandhi , Janul De Silva , Dudley McLean IIⓉ
USPd B	3rd	Closing Government	View Ballot	Mica KrzyzanowskiⒸ , Arnav Gandhi , Janul De Silva , Dudley McLean IIⓉ
Trincoll BR	2nd	Opening Opposition	View Ballot	Mica KrzyzanowskiⒸ , Arnav Gandhi , Janul De Silva , Dudley McLean IIⓉ
DCDC A	4th	Opening Government	View Ballot	Mica KrzyzanowskiⒸ , Arnav Gandhi , Janul De Silva , Dudley McLean IIⓉ
Stanford E	1st	Closing Opposition	View Ballot	Emma WalkerⒸ , Ramy Masalha , Charlotte Grace HallⓉ
UCL A	4th	Closing Government	View Ballot	Emma WalkerⒸ , Ramy Masalha , Charlotte Grace HallⓉ
WUDU A	3rd	Opening Opposition	View Ballot	Emma WalkerⒸ , Ramy Masalha , Charlotte Grace HallⓉ
IGNOU A	2nd	Opening Government	View Ballot	Emma WalkerⒸ , Ramy Masalha , Charlotte Grace HallⓉ
LSE A	2nd	Closing Opposition	View Ballot	Klaudia MaciejewskaⒸ , Benjamin Vigueras , Isabel BegollariⓉ
TCD Hist A	4th	Closing Government	View Ballot	Klaudia MaciejewskaⒸ , Benjamin Vigueras , Isabel BegollariⓉ
Stanford F	1st	Opening Opposition	View Ballot	Klaudia MaciejewskaⒸ , Benjamin Vigueras , Isabel BegollariⓉ
ASDV OI	3rd	Opening Government	View Ballot	Klaudia MaciejewskaⒸ , Benjamin Vigueras , Isabel BegollariⓉ
Brown BDU A	3rd	Closing Opposition	View Ballot	Milos MarjanovicⒸ , Rohan Alliker , Tshi Malatji
EDS A	4th	Closing Government	View Ballot	Milos MarjanovicⒸ , Rohan Alliker , Tshi Malatji
PDP A	1st	Opening Opposition	View Ballot	Milos MarjanovicⒸ , Rohan Alliker , Tshi Malatji
Stanford C	2nd	Opening Government	View Ballot	Milos MarjanovicⒸ , Rohan Alliker , Tshi Malatji
KCL A	1st	Closing Opposition	View Ballot	Andrew ChenⒸ , Diego Duarte , Reana Yan
Sydney D	2nd	Closing Government	View Ballot	Andrew ChenⒸ , Diego Duarte , Reana Yan
Sydney H	4th	Opening Opposition	View Ballot	Andrew ChenⒸ , Diego Duarte , Reana Yan
Technion A	3rd	Opening Government	View Ballot	Andrew ChenⒸ , Diego Duarte , Reana Yan
UChicago A	1st	Closing Opposition	View Ballot	Shudipto &quot;Mamacitiiiita&quot; AhmedⒸ , Silin Wei , Dawn KatsandeⓉ
UNSW C	4th	Closing Government	View Ballot	Shudipto &quot;Mamacitiiiita&quot; AhmedⒸ , Silin Wei , Dawn KatsandeⓉ
Williams B	2nd	Opening Opposition	View Ballot	Shudipto &quot;Mamacitiiiita&quot; AhmedⒸ , Silin Wei , Dawn KatsandeⓉ
BFSU A	3rd	Opening Government	View Ballot	Shudipto &quot;Mamacitiiiita&quot; AhmedⒸ , Silin Wei , Dawn KatsandeⓉ
Bates A	1st	Closing Opposition	View Ballot	Geneva RoyⒸ , Annika Wang , Gabriel Guia
IIUM A	4th	Closing Government	View Ballot	Geneva RoyⒸ , Annika Wang , Gabriel Guia
UPenn C	2nd	Opening Opposition	View Ballot	Geneva RoyⒸ , Annika Wang , Gabriel Guia
UPD A	3rd	Opening Government	View Ballot	Geneva RoyⒸ , Annika Wang , Gabriel Guia
IITB A	1st	Closing Opposition	View Ballot	Anna ShrederⒸ , Jack Morgenstein , Terrell TaylorⓉ
HHDC D	4th	Closing Government	View Ballot	Anna ShrederⒸ , Jack Morgenstein , Terrell TaylorⓉ
UPenn D	2nd	Opening Opposition	View Ballot	Anna ShrederⒸ , Jack Morgenstein , Terrell TaylorⓉ
PUCP A	3rd	Opening Government	View Ballot	Anna ShrederⒸ , Jack Morgenstein , Terrell TaylorⓉ
MUST B	1st	Closing Opposition	View Ballot	Aubrey NanⒸ , Auden White , Diana Liu , Sara RabonⓉ
TCD Hist B	4th	Closing Government	View Ballot	Aubrey NanⒸ , Auden White , Diana Liu , Sara RabonⓉ
Colgate A	3rd	Opening Opposition	View Ballot	Aubrey NanⒸ , Auden White , Diana Liu , Sara RabonⓉ
TAU MS	2nd	Opening Government	View Ballot	Aubrey NanⒸ , Auden White , Diana Liu , Sara RabonⓉ
WUDU B	3rd	Closing Opposition	View Ballot	Jessica ZapataⒸ , Fallon Eggett , George Macauley
UWODS B	1st	Closing Government	View Ballot	Jessica ZapataⒸ , Fallon Eggett , George Macauley
MSUDG A	2nd	Opening Opposition	View Ballot	Jessica ZapataⒸ , Fallon Eggett , George Macauley
Fordham B	4th	Opening Government	View Ballot	Jessica ZapataⒸ , Fallon Eggett , George Macauley
UADS A	3rd	Closing Opposition	View Ballot	Ruth Selorme AcolatseⒸ , Casey Powell , Nadia BlouinⓉ
Dartmouth B	1st	Closing Government	View Ballot	Ruth Selorme AcolatseⒸ , Casey Powell , Nadia BlouinⓉ
Air Force B	4th	Opening Opposition	View Ballot	Ruth Selorme AcolatseⒸ , Casey Powell , Nadia BlouinⓉ
LC A	2nd	Opening Government	View Ballot	Ruth Selorme AcolatseⒸ , Casey Powell , Nadia BlouinⓉ
HHDC C	1st	Closing Opposition	View Ballot	Andrés ReveloⒸ , Kitty Beattie , Nyx Kucharski
MSUDG B	2nd	Closing Government	View Ballot	Andrés ReveloⒸ , Kitty Beattie , Nyx Kucharski
MBY B	3rd	Opening Opposition	View Ballot	Andrés ReveloⒸ , Kitty Beattie , Nyx Kucharski
MAD B	4th	Opening Government	View Ballot	Andrés ReveloⒸ , Kitty Beattie , Nyx Kucharski
HHDC B	4th	Closing Opposition	View Ballot	Robert BarrieⒸ , Ana Nari Carrillo , Sal ChapellⓉ
TEC CEM M	1st	Closing Government	View Ballot	Robert BarrieⒸ , Ana Nari Carrillo , Sal ChapellⓉ
Vanderbilt A	2nd	Opening Opposition	View Ballot	Robert BarrieⒸ , Ana Nari Carrillo , Sal ChapellⓉ
Claremont A	3rd	Opening Government	View Ballot	Robert BarrieⒸ , Ana Nari Carrillo , Sal ChapellⓉ
ADS Gold	4th	Closing Opposition	View Ballot	Max RosenⒸ , Alexandra McCreadie , Kimberley K. Brown
Columbia A	3rd	Closing Government	View Ballot	Max RosenⒸ , Alexandra McCreadie , Kimberley K. Brown
Oxford A	1st	Opening Opposition	View Ballot	Max RosenⒸ , Alexandra McCreadie , Kimberley K. Brown
OpenU A	2nd	Opening Government	View Ballot	Max RosenⒸ , Alexandra McCreadie , Kimberley K. Brown
LC B	4th	Closing Opposition	View Ballot	Eamon RoachⒸ , Amna Amin , Ofek ShapiraⓉ
PDS B	2nd	Closing Government	View Ballot	Eamon RoachⒸ , Amna Amin , Ofek ShapiraⓉ
UCV A	3rd	Opening Opposition	View Ballot	Eamon RoachⒸ , Amna Amin , Ofek ShapiraⓉ
Dartmouth C	1st	Opening Government	View Ballot	Eamon RoachⒸ , Amna Amin , Ofek ShapiraⓉ
UPC A	1st	Closing Opposition	View Ballot	Lucy MurphyⒸ , Jack Zhu , Eliot HertensteinⓉ
QDU A	3rd	Closing Government	View Ballot	Lucy MurphyⒸ , Jack Zhu , Eliot HertensteinⓉ
Air Force A	4th	Opening Opposition	View Ballot	Lucy MurphyⒸ , Jack Zhu , Eliot HertensteinⓉ
Waterloo A	2nd	Opening Government	View Ballot	Lucy MurphyⒸ , Jack Zhu , Eliot HertensteinⓉ
McGill C	4th	Closing Opposition	View Ballot	Martha McKinney-PerryⒸ , Daniel Schonning , Sunghyun Park
Sydney B	1st	Closing Government	View Ballot	Martha McKinney-PerryⒸ , Daniel Schonning , Sunghyun Park
UNSW A	2nd	Opening Opposition	View Ballot	Martha McKinney-PerryⒸ , Daniel Schonning , Sunghyun Park
UChicago B	3rd	Opening Government	View Ballot	Martha McKinney-PerryⒸ , Daniel Schonning , Sunghyun Park
HHDC E	4th	Closing Opposition	View Ballot	Robert RaosⒸ , Tanay Patri , Pètra de BeerⓉ
Tokyo B	3rd	Closing Government	View Ballot	Robert RaosⒸ , Tanay Patri , Pètra de BeerⓉ
BGU A	1st	Opening Opposition	View Ballot	Robert RaosⒸ , Tanay Patri , Pètra de BeerⓉ
Auckland A	2nd	Opening Government	View Ballot	Robert RaosⒸ , Tanay Patri , Pètra de BeerⓉ
Dartmouth A	2nd	Closing Opposition	View Ballot	Ilija IvaniševićⒸ , Nicole Hua , Zach Godley-McAvoy
Stanford A	4th	Closing Government	View Ballot	Ilija IvaniševićⒸ , Nicole Hua , Zach Godley-McAvoy
Sydney C	1st	Opening Opposition	View Ballot	Ilija IvaniševićⒸ , Nicole Hua , Zach Godley-McAvoy
Oxford C	3rd	Opening Government	View Ballot	Ilija IvaniševićⒸ , Nicole Hua , Zach Godley-McAvoy
PDS A	2nd	Closing Opposition	View Ballot	Or ToledanoⒸ , Bukhosi Dube , Rushana JarrettⓉ
TU SEDA	4th	Closing Government	View Ballot	Or ToledanoⒸ , Bukhosi Dube , Rushana JarrettⓉ
Swing 11 (R5)	1st	Opening Opposition	View Ballot	Or ToledanoⒸ , Bukhosi Dube , Rushana JarrettⓉ
Vanderbilt C	3rd	Opening Government	View Ballot	Or ToledanoⒸ , Bukhosi Dube , Rushana JarrettⓉ
Yale D	4th	Closing Opposition	View Ballot	Pranav &quot;Myself from village area&quot; KagalkarⒸ , Arwyn Stone , Sherika Powell-EasyⓉ
Harvard B	3rd	Closing Government	View Ballot	Pranav &quot;Myself from village area&quot; KagalkarⒸ , Arwyn Stone , Sherika Powell-EasyⓉ
Manchester A	1st	Opening Opposition	View Ballot	Pranav &quot;Myself from village area&quot; KagalkarⒸ , Arwyn Stone , Sherika Powell-EasyⓉ
MAD A	2nd	Opening Government	View Ballot	Pranav &quot;Myself from village area&quot; KagalkarⒸ , Arwyn Stone , Sherika Powell-EasyⓉ
Sydney E	1st	Closing Opposition	View Ballot	Marta &quot;honestly, I want a plantain&quot; VasićⒸ , Charles Fuad , Simon Luo
Stanford B	2nd	Closing Government	View Ballot	Marta &quot;honestly, I want a plantain&quot; VasićⒸ , Charles Fuad , Simon Luo
EUDU A	3rd	Opening Opposition	View Ballot	Marta &quot;honestly, I want a plantain&quot; VasićⒸ , Charles Fuad , Simon Luo
PDP B	4th	Opening Government	View Ballot	Marta &quot;honestly, I want a plantain&quot; VasićⒸ , Charles Fuad , Simon Luo
Alaska A	4th	Closing Opposition	View Ballot	Jehiel PatherⒸ , Natasha Griffin , Carole DarveⓉ
SDU Oedip	2nd	Closing Government	View Ballot	Jehiel PatherⒸ , Natasha Griffin , Carole DarveⓉ
Harvard E	3rd	Opening Opposition	View Ballot	Jehiel PatherⒸ , Natasha Griffin , Carole DarveⓉ
BDS A	1st	Opening Government	View Ballot	Jehiel PatherⒸ , Natasha Griffin , Carole DarveⓉ
QDU C	3rd	Closing Opposition	View Ballot	Jordyn GibsonⒸ , Vladimira Šuflaj , Jerry ZhangⓉ
QDU B	4th	Closing Government	View Ballot	Jordyn GibsonⒸ , Vladimira Šuflaj , Jerry ZhangⓉ
BINUS A	2nd	Opening Opposition	View Ballot	Jordyn GibsonⒸ , Vladimira Šuflaj , Jerry ZhangⓉ
Yale E	1st	Opening Government	View Ballot	Jordyn GibsonⒸ , Vladimira Šuflaj , Jerry ZhangⓉ
TCD Phil A	3rd	Closing Opposition	View Ballot	Matt CaitoⒸ , Laura Zhang , Fábio Rodrigues CatapaniⓉ
Harvard D	4th	Closing Government	View Ballot	Matt CaitoⒸ , Laura Zhang , Fábio Rodrigues CatapaniⓉ
Oxford E	1st	Opening Opposition	View Ballot	Matt CaitoⒸ , Laura Zhang , Fábio Rodrigues CatapaniⓉ
DSB A	2nd	Opening Government	View Ballot	Matt CaitoⒸ , Laura Zhang , Fábio Rodrigues CatapaniⓉ
Yale A	2nd	Closing Opposition	View Ballot	Xiao-ke LuⒸ , Jing Yu Ma , Valeria Alejandra Morales Duarte
Harvard A	1st	Closing Government	View Ballot	Xiao-ke LuⒸ , Jing Yu Ma , Valeria Alejandra Morales Duarte
Wisconsin A	4th	Opening Opposition	View Ballot	Xiao-ke LuⒸ , Jing Yu Ma , Valeria Alejandra Morales Duarte
UCLA B	3rd	Opening Government	View Ballot	Xiao-ke LuⒸ , Jing Yu Ma , Valeria Alejandra Morales Duarte
UCDS A	3rd	Closing Opposition	View Ballot	Pjotr KosterⒸ , Jaleelah Al-Ameenah Ammar , John KochⓉ
Rosario A	4th	Closing Government	View Ballot	Pjotr KosterⒸ , Jaleelah Al-Ameenah Ammar , John KochⓉ
NU A	1st	Opening Opposition	View Ballot	Pjotr KosterⒸ , Jaleelah Al-Ameenah Ammar , John KochⓉ
Athens KM	2nd	Opening Government	View Ballot	Pjotr KosterⒸ , Jaleelah Al-Ameenah Ammar , John KochⓉ
Cornell D	1st	Closing Opposition	View Ballot	Daisy Yan SunⒸ , Julien Benchek , Joshua LinⓉ
SDUFRJ A	3rd	Closing Government	View Ballot	Daisy Yan SunⒸ , Julien Benchek , Joshua LinⓉ
Swing 9 (R5)	2nd	Opening Opposition	View Ballot	Daisy Yan SunⒸ , Julien Benchek , Joshua LinⓉ
KDS A	4th	Opening Government	View Ballot	Daisy Yan SunⒸ , Julien Benchek , Joshua LinⓉ
